村志代码 Gazetteer Code,村志书名 Gazetteer Title,村庄代码 Village Code,村名 - 汉字 Village Name - Chinese Characters,村名 - 汉语拼音 Village Name - Hanyu Pinyin,省 - 汉字 Province - Chinese Characters,省 - 汉语拼音 Province - Hanyu Pinyin,市 - 汉字 City - Chinese Characters,市 - 汉语拼音 City - Hanyu Pinyin,县 / 区 - 汉字 County / District - Chinese Characters,县 / 区 - 汉语拼音 County / District - Hanyu Pinyin,村庄总面积单位 Total Area Unit,村庄总面积 Total Area,经纬度 - 格式 Latitude and Longitude - Format,纬度 Latitude,经度 Longitude,距隶属县城距离单位 Distance to Affiliated to the county town - Unit,距隶属县城距离 Distance to Affiliated to the county town
0624,獐岛村志,210681108212,獐岛村,Zhangdao Cun,辽宁省,Liaoning Sheng,丹东市,Dandong Shi,东港市,Donggang Shi,平方千米 / 平方公里 square kilometers,0.96,度分秒 DMS (degrees-minutes-seconds),39°47'N,123°48'E,没有相关数据 No Available Data,n/a
0625,邓一村志,n/a,邓一村,Dengyi Cun,上海市,Shanghai Shi,上海市,Shanghai Shi,浦东新区,Pudong Xinqu,平方千米 / 平方公里 square kilometers,2.2,度分秒 DMS (degrees-minutes-seconds),31°09′N,121°45′E,没有相关数据 No Available Data,n/a
0626,竹元村志,510302101209,竹元村,Zhuyuan Cun,四川省,Sichuan Sheng,自贡市,Zigong Shi,自流井区,Ziliujing Qu,平方千米 / 平方公里 square kilometers,4.58,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0627,长春村志,321181109204,长春村,Changchun Cun,江苏省,Jiangsu Sheng,镇江市,Zhenjiang Shi,丹阳市,Danyang Shi,平方千米 / 平方公里 square kilometers,2.71,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0628,林祠村村志,341522118205,林祠村,Linci Cun,安徽省,Anhui Sheng,六安市,Lu'an Shi,霍邱县,Huoqiu Xian,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0629,磅石村志,370212004033,磅石村,Bangshi Cun,山东省,Shandong Sheng,青岛市,Qingdao Shi,崂山区,Laoshan Qu,平方千米 / 平方公里 square kilometers,3.75,度分秒 DMS (degrees-minutes-seconds),36°18′48″N,120°36′12″E,没有相关数据 No Available Data,n/a
0630,赵家村志,211103018200,赵家村,Zhaojia Cun,辽宁省,Liaoning Sheng,盘锦市,Panjin Shi,兴隆台区,Xinglongtai Qu,平方千米 / 平方公里 square kilometers,8.28,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0631,溪尾村志,350322101218,溪尾村,Xiwei Cun,福建省,Fujian Sheng,莆田市,Putian Shi,仙游县,Xianyou Xian,平方千米 / 平方公里 square kilometers,2.1,度分秒范围 Range in DMS (degrees-minutes-seconds),25°18′49″N - 25°18′57″N,118°47′51″E - 118°48′10″E,公里/千米 kilometer,10
0632,八里湾村志,370923206231,八里湾村,Baliwan Cun,山东省,Shandong Sheng,泰安市,Taian Shi,东平县,Dongping Xian,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a,n/a,公里/千米 kilometer,30
0633,陈胡村志,310115103238,陈胡村,Chenhu Cun,上海市,Shanghai Shi,上海市,Shanghai Shi,浦东新区,Pudong Xinqu,平方千米 / 平方公里 square kilometers,1.8,度分秒范围 Range in DMS (degrees-minutes-seconds),31°08′N - 31°12′N,121°45′E - 121°48′E,没有相关数据 No Available Data,n/a
0634,上薛村志,350181106206,上薛村,Shangxue Cun,福建省,Fujian Sheng,福州市,Fuzhou Shi,福清市,Fuqing Shi,平方千米 / 平方公里 square kilometers,20,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0635,党家村志,610581104212,党家村,Dangjia Cun,陕西省,Shanxi Sheng,渭南市,Weinan Shi,韩城市,Hancheng Shi,平方千米 / 平方公里 square kilometers,1.4,度分秒 DMS (degrees-minutes-seconds),35°32′N,110°14′E,没有相关数据 No Available Data,n/a
0636,南宵村志,350181107213,南宵村,Nanxiao Cun,福建省,Fujian Sheng,福州市,Fuzhou Shi,福清市,Fuqing Shi,平方千米 / 平方公里 square kilometers,25,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0637,镇丰村志,610124100201,镇丰村,Zhenfeng Cun,陕西省,Shanxi Sheng,西安市,Xi'an Shi,周至县,Zhouzhi Xian,平方千米 / 平方公里 square kilometers,3.84,度分秒范围 Range in DMS (degrees-minutes-seconds),33°N - 34°N,107°E - 108°E,没有相关数据 No Available Data,n/a
0638,港中村志,320382109002,港中村,Gangzhong Cun,江苏省,Jiangsu Sheng,徐州市,Xuzhou Shi,邳州市,Pizhou Shi,平方千米 / 平方公里 square kilometers,1.8,度分秒 DMS (degrees-minutes-seconds),34°40′N,118°10′E,没有相关数据 No Available Data,n/a
0639,阳山村志,350526207208,阳山村,Yangshan Cun,福建省,Fujian Sheng,泉州市,Quanzhou Shi,德化县,Dehua Xian,平方千米 / 平方公里 square kilometers,35,度分秒 DMS (degrees-minutes-seconds),25°31′N,118°01′E,没有相关数据 No Available Data,n/a
0640,榜山村志,350721201206,榜山村,Bangshan Cun,福建省,Fujian Sheng,南平市,Nanping Shi,顺昌县,Shunchang Xian,平方千米 / 平方公里 square kilometers,27,没有相关数据 No Available Data,n/a,n/a,公里/千米 kilometer,22
0641,保卫村志,310116104224,保卫村,Baowei Cun,上海市,Shanghai Shi,上海市,Shanghai Shi,金山区,Jinshan Qu,平方千米 / 平方公里 square kilometers,3.63,度分秒 DMS (degrees-minutes-seconds),30°49′05″N,121°16′52″E,没有相关数据 No Available Data,n/a
0642,后黄村志,350304100209,后黄村,Houhuang Cun,福建省,Fujian Sheng,莆田市,Putian Shi,荔城区,Licheng Qu,平方千米 / 平方公里 square kilometers,1.5,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0643,北金召村志,370305109240,北金召村,Beijinzhao Cun,山东省,Shandong Sheng,淄博市,Zibo Shi,临淄区,Linzi Qu,平方千米 / 平方公里 square kilometers,3.23,度分秒范围 Range in DMS (degrees-minutes-seconds),36°55′37″N - 36°56′42″N,118°10′41″E - 118°12′34″E,没有相关数据 No Available Data,n/a
0644,度城村志,n/a,度城村,Ducheng Cun,江苏省,Jiangsu Sheng,苏州市,Suzhou Shi,昆山市,Kunshan Shi,平方千米 / 平方公里 square kilometers,3.48,度分秒范围 Range in DMS (degrees-minutes-seconds),31°09′05″N - 31°10′09″N,120°59′14.5″E - 120°59′33.1″E,没有相关数据 No Available Data,n/a
0645,洞山村志,530522101201,洞山村,Dongshan Cun,云南省,Yunnan Sheng,保山市,Baoshan Shi,腾冲市,Tengchong Shi,亩 mu,7227,度分秒 DMS (degrees-minutes-seconds),25°00′N,98°31′E,没有相关数据 No Available Data,n/a
0646,玉河村志,530702201203,玉河村,Yuhe Cun,云南省,Yunnan Sheng,丽江市,Lijiang Shi,古城区,Gucheng Qu,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0647,可邑彝族村志,NA,可邑村,Keyi Cun,云南省,Yunnan Sheng,红河哈尼族彝族自治州,Honghe Hanizu Yizu Zizhizhou,弥勒县,Mile Xian,平方千米 / 平方公里 square kilometers,32,度分秒 DMS (degrees-minutes-seconds),24°2′N,103°5′E,公里/千米 kilometer,21
0648,官渡社区志,530111006001,官渡社区(村),Guandu Shequ (Cun),云南省,Yunnan Sheng,昆明市,Kunming Shi,官渡社区,Guandu Shequ,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0650,云溪永丰村志,530111005005,云溪村,Yunxi Cun,云南省,Yunnan Sheng,昆明市,Kunming Shi,官渡区,Guandu Qu,平方千米 / 平方公里 square kilometers,2.9,度分秒 DMS (degrees-minutes-seconds),24°58'N,102°45'E,没有相关数据 No Available Data,n/a
0651,周家村志,530112403008,周家村,Zhoujia Cun,云南省,Yunnan Sheng,昆明市,Kunming Shi,西山区,Xishan Qu,平方千米 / 平方公里 square kilometers,2.98,没有相关数据 No Available Data,n/a,n/a,公里/千米 kilometer,3
0652,小围埂村志,532927104208,小围埂村,Xiaoweigeng Cun,云南省,Yunnan Sheng,大理白族自治州,Dali Baizu Zizhizhou,巍山彝族回族自治县,Weishan Yizu Huizu Zizhixian,平方千米 / 平方公里 square kilometers,6,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0653,高镇村志,330784001219,高镇村,Gaozhen Cun,浙江省,Zhejiang Sheng,金华市,Jinhua Shi,永康市,Yongkang Shi,平方千米 / 平方公里 square kilometers,2,度分秒 DMS (degrees-minutes-seconds),28°52′11″N,20°3′6″E,没有相关数据 No Available Data,n/a
0654,官林村志,320282104201,官林村,Guanlin Cun,江苏省,Jiangsu Sheng,无锡市,Wuxi Shi,宜兴市,Yixing Shi,平方千米 / 平方公里 square kilometers,4.5,度分秒 DMS (degrees-minutes-seconds),31°29′N,119°43′E,公里/千米 kilometer,18.5
0655,海星村志,330282118208,海星村,Haixing Cun,浙江省,Zhejiang Sheng,宁波市,Ningbo Shi,慈溪市,Cixi Shi,平方千米 / 平方公里 square kilometers,6.53,度分秒 DMS (degrees-minutes-seconds),30°18′N,121°11′E,没有相关数据 No Available Data,n/a
0656,北关村志,131022100203,北关村,Beiguan Cun,河北省,Hebei Sheng,廊坊市,Langfang Shi,固安县,Gu'an Xian,平方千米 / 平方公里 square kilometers,17.5,度分秒 DMS (degrees-minutes-seconds),39°44′N,116°30′E,公里/千米 kilometer,45
0658,义路村志,n/a,义路村,Yilu Cun,云南省,Yunnan Sheng,昆明市,Kunming Shi,官渡区,Guandu Qu,平方千米 / 平方公里 square kilometers,5,度分秒 DMS (degrees-minutes-seconds),24°25′N,102°38′E,没有相关数据 No Available Data,n/a
0659,邑等村志,530524203210,邑等村,Yideng Cun,云南省,Yunnan Sheng,保山市,Baoshan Shi,昌宁县,Changning Xian,平方千米 / 平方公里 square kilometers,36.15,度分秒范围 Range in DMS (degrees-minutes-seconds),24°45′25″N - 24°49′15″N,99°28′45″E - 99°31′52″E,公里/千米 kilometer,18
0660,羊甫村志,530111005003,羊甫村,Yangfu Cun,云南省,Yunnan Sheng,昆明市,Kunming Shi,官渡区,Guandu Qu,平方千米 / 平方公里 square kilometers,5.6,度分秒 DMS (degrees-minutes-seconds),24°58′N,102°47′E,没有相关数据 No Available Data,n/a
0662,东瓜地村志,110111001204,东瓜地村,Dongguadi Cun,北京市,Beijing Shi,北京市,Beijing Shi,房山区,Fangshan Qu,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0663,边院村志,370983111236,边院村,Bianyuan Cun,山东省,Shandong Sheng,泰安市,Taian Shi,肥城市,Feicheng Shi,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0664,北安河村志,110108104212,北安河村,Beianhe Cun,北京市,Beijing Shi,北京市,Beijing Shi,海淀区,Haidian Qu,亩 mu,14969.10,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0665,佰王刘村志,141002103217,佰王刘村,Baiwangliu Cun,山西省,Shanxi Sheng,临汾市,Linfen Shi,尧都区,Yaodu Qu,平方千米 / 平方公里 square kilometers,4,度分秒 DMS (degrees-minutes-seconds),35°50′N,111°40′E,没有相关数据 No Available Data,n/a
0666,可建村志,350783104213,可建村,Kejian Cun,福建省,Fujian Sheng,南平市,Nanping Shi,建瓯市,Jian'ou Shi,没有相关数据 No Available Data,n/a,度分秒 DMS (degrees-minutes-seconds),26°46′23″N,118°29′41″E,公里/千米 kilometer,80
0667,白文村志,141124101001,白文村,Baiwen Cun,山西省,Shanxi Sheng,吕梁市,Lüliang Shi,临县,Lin Xian,平方千米 / 平方公里 square kilometers,25,度分秒范围 Range in DMS (degrees-minutes-seconds),38°06′N - 38°14′N,111°01′E - 111°14′E,公里/千米 kilometer,28
0668,八仙庄村志,530112403008,八仙庄村,Baxianzhuang Cun,北京市,Beijing Shi,北京市,Beijing Shi,昌平区,Changping Qu,亩 mu,5409,没有相关数据 No Available Data,n/a,n/a,公里/千米 kilometer,26
0669,西塘坨村志,120221107201,西塘坨村,Xitangtuo Cun,天津市,Tianjin Shi,天津市,Tianjin Shi,宁河县,Ninghe Xian,平方千米 / 平方公里 square kilometers,25,度分秒范围 Range in DMS (degrees-minutes-seconds),39°17′36.22″N - 39°20′15.34″N,117°25′36.02″E - 117°31′49.50″E,没有相关数据 No Available Data,n/a
0670,北程庄村志,110115005225,北程庄村,Beichengzhuang Cun,北京市,Beijing Shi,北京市,Beijing Shi,大兴区,Daxing Qu,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0671,顾家村志,210682113208,顾家村,Gujia Cun,辽宁省,Liaoning Sheng,丹东市,Dandong Shi,凤城市,Fengcheng Shi,亩 mu,36009,度分秒范围 Range in DMS (degrees-minutes-seconds),40°49′53″N - 41°04′02″N,124°18′12″E - 124°32′03″E,公里/千米 kilometer,100
0672,小南村志,210212005207,小南村,Xiaonan Cun,辽宁省,Liaoning Sheng,大连市,Dalian Shi,旅顺口区,Lüshunkou Qu,平方千米 / 平方公里 square kilometers,6.76,度分秒范围 Range in DMS (degrees-minutes-seconds),38°49′N - 38°52′N,121°13′E - 121°16′E,没有相关数据 No Available Data,n/a
0673,茶丰峡村志,350427002222,茶丰峡村,Chafengxia Cun,福建省,Fujian Sheng,三明市,Sanming Shi,沙县,Sha Xian,亩 mu,5110,没有相关数据 No Available Data,n/a,n/a,公里/千米 kilometer,9
0674,歌山村志,330783108200,歌山村志,Geshan Cun,浙江省,Zhejiang Sheng,金华市,Jinhua Shi,东阳市,Dongyang Shi,没有相关数据 No Available Data,n/a,度分秒 DMS (degrees-minutes-seconds),29°18′N,120°26′E,公里/千米 kilometer,22
0675,大京村志,350921101214,大京村,Dajing Cun,福建省,Fujian Sheng,宁德市,Ningde Shi,霞浦县,Xiapu Xian,平方千米 / 平方公里 square kilometers,327.71,度分秒范围 Range in DMS (degrees-minutes-seconds),26°42′08″N - 26°42′19″N,120°05′47″E - 120°05′55″E,公里/千米 kilometer,41
0676,南韩村志,610481106213,南韩村,Nanhan Cun,陕西省,Shanxi Sheng,咸阳市,Xianyang Shi,兴平市,Xingping Shi,平方千米 / 平方公里 square kilometers,3.64,度分秒 DMS (degrees-minutes-seconds),34°20′N,108°30′E,公里/千米 kilometer,6
0677,北关村志,n/a,北关村,Beiguan Cun,山东省,Shandong Sheng,滨州市,Binzhou Shi,邹平县,Zouping Xian,平方米 square meters,124832,度分秒 DMS (degrees-minutes-seconds),36°51′N,117°38′E,没有相关数据 No Available Data,n/a
0678,后孙密城村志,n/a,后孙密城村,Housunmicheng Cun,河南省,Henan Sheng,濮阳市,Puyang Shi,濮阳县,Puyang Xian,没有相关数据 No Available Data,n/a,度分秒 DMS (degrees-minutes-seconds),35°34′12″N,115°18′30″E,没有相关数据 No Available Data,n/a
0679,西王曲村志,410882202226,西王曲村,Xiwangqu Cun,河南省,Henan Sheng,焦作市,Jiaozuo Shi,沁阳市,Qinyang Shi,亩 mu,1048,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0680,城北村志,140581001002,城北村,Chengbei Cun,山西省,Shanxi Sheng,晋城市,Jincheng Shi,高平市,Gaoping Shi,平方千米 / 平方公里 square kilometers,2.1,度分秒 DMS (degrees-minutes-seconds),35°38′N,112°55′E,没有相关数据 No Available Data,n/a
0681,白盆窑村志,110106202203,白盆窑村,Baipenyao Cun,北京市,Beijing Shi,北京市,Beijing Shi,丰台区,Fengtai Qu,平方千米 / 平方公里 square kilometers,3.5,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0682,白和村志,140429101203,白和村,Baihe Cun,山西省,Shanxi Sheng,长治市,Changzhi Shi,武乡县,Wuxiang Xian,平方千米 / 平方公里 square kilometers,3.4,十进制 DD (decimal degrees),36.35°N,113.14°E,公里/千米 kilometer,53
0683,杜家堡村志,610112007001,杜家堡村,Dujiapu Cun,陕西省,Shanxi Sheng,西安市,Xi'an Shi,未央区,Weiyang Qu,平方千米 / 平方公里 square kilometers,1.12,度分秒范围 Range in DMS (degrees-minutes-seconds),34°21′46″N - 34°26′27″N,108°55′12″E - 109°01′E,没有相关数据 No Available Data,n/a
0684,杜山村志,420704400205,杜山村,Dushan Cun,湖北省,Hubei Sheng,鄂州市,Ezhou Shi,鄂城区,Echeng Qu,没有相关数据 No Available Data,7.5,度分秒 DMS (degrees-minutes-seconds),30°19′N,114°49′E,公里/千米 kilometer,4
0685,花胡庄村志,410105015201,花胡庄村,Huahuzhuang Cun,河南省,Henan Sheng,郑州市,Zhengzhou Shi,金水区,Jinshui Qu,平方千米 / 平方公里 square kilometers,3.6,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0686,小蒲水村志,n/a,小蒲水村,Xiaopushui Cun,河南省,Henan Sheng,新乡市,Xinxiang Shi,辉县市,Huixian Shi,万平方米 10K square meters,27.5,度分秒 DMS (degrees-minutes-seconds),35°25′45″N,113°50′44″E,公里/千米 kilometer,6
0687,杜羊圈村志,610823109203,杜羊圈村,Duyangjuan cun,陕西省,Shanxi Sheng,榆林市,Yulin Shi,横山县,Hengshan Xian,平方千米 / 平方公里 square kilometers,30.75,度分秒范围 Range in DMS (degrees-minutes-seconds),37°22″N - 38°14″N,"108°56""E - 110°02""E",公里/千米 kilometer,20
0688,孤山村志,320302151208,孤山村,Gushan Cun,江苏省,Jiangsu Sheng,徐州市,Xuzhou Shi,鼓楼区,Gulou Qu,平方千米 / 平方公里 square kilometers,8.6,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0689,北冯村志,130632106216,北冯村,Beifeng Cun,河北省,Hebei Sheng,保定市,Baoding Shi,安新县,Anxin Xian,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0690,巴洲村志,140724100240,巴洲村,Bazhou Cun,山西省,Shanxi Sheng,晋中市,Jinzhong Shi,昔阳县,Xiyang Xian,平方千米 / 平方公里 square kilometers,5.334,度分秒范围 Range in DMS (degrees-minutes-seconds),37°34′39″N - 37°36′12″N,113°38′12″E - 113°40′29″E,公里/千米 kilometer,1.5
0691,东马各庄村志,110113101215,东马各庄村,Dongmagezhuang Cun,北京市,Beijing Shi,北京市,Beijing Shi,顺义区,Shunyi Qu,亩 mu,4713.6,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0692,八间房村志,130826107205,八间房村,Bajianfang Cun,河北省,Hebei Sheng,承德市,Chengde Shi,丰宁满族自治县,Fengning Manzu Zizhixian,平方千米 / 平方公里 square kilometers,16.2,没有相关数据 No Available Data,n/a,n/a,没有相关数据 No Available Data,n/a
0693,北万山村志,370304103213,北万山村,Beiwanshan Cun,山东省,Shandong Sheng,淄博市,Zibo Shi,博山区,Boshan Qu,平方千米 / 平方公里 square kilometers,7.5,没有相关数据 No Available Data,n/a,n/a,公里/千米 kilometer,7.5
0694,东岭村志,610303100203,东岭村,Dongling Cun,陕西省,Shanxi Sheng,宝鸡市,Baoji Shi,金台区,Jintai Qu,没有相关数据 No Available Data,n/a,度分秒 DMS (degrees-minutes-seconds),34°21′35″N,107°11′55″E,没有相关数据 No Available Data,n/a
0695,东石村志,110112114240,东石村,Dongshi Cun,北京市,Beijing Shi,北京市,Beijing Shi,通州区,Tongzhou Qu,没有相关数据 No Available Data,n/a,没有相关数据 No Available Data,n/a,n/a,公里/千米 kilometer,11.8
